Drug1,Drug2,DDI_model_1_predict,DDI_model_2_predict,answer
CC1=NC=C(N1CCO)[N+]([O-])=O,CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC=C4C4=CN=CC=C4)C3CC=C2C1,0.7837141752243042,0.8664460182189941,0.9
CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC=C4C4=CN=CC=C4)C3CC=C2C1,0.4965623617172241,0.4847186803817749,0.5
NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC=C4C4=CN=CC=C4)C3CC=C2C1,0.507305920124054,0.5272713899612427,0.5
COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC=C4C4=CN=CC=C4)C3CC=C2C1,0.5055937170982361,0.49866801500320435,0.5
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC=C4C4=CN=CC=C4)C3CC=C2C1,0.4464319944381714,0.45915645360946655,0.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,0.629311203956604,0.5989174842834473,0.5
CCN(CC)C(=S)SSC(=S)N(CC)CC,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,0.6038335561752319,0.41211408376693726,0.5
[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.5973122119903564,0.5410212874412537,0.5
CC1=NC=C(N1CCO)[N+]([O-])=O,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,0.7057080864906311,0.4626947045326233,0.5
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,0.6211053729057312,0.553132951259613,0.5
CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,0.6093067526817322,0.5221071243286133,0.5
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,0.3569760322570801,0.46457070112228394,0.5
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,0.5225354433059692,0.5008825659751892,0.5
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.6269965767860413,0.7859499454498291,0.9
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,0.6326544284820557,0.5680239796638489,0.5
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,0.5803360342979431,0.684150755405426,0.5
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,0.5991041660308838,0.4364578127861023,0.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,0.47985920310020447,0.5096829533576965,0.9
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,0.5015711188316345,0.49817955493927,0.5
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CCN(CC)C(=S)SSC(=S)N(CC)CC,0.6848925352096558,0.7489774227142334,0.9
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,0.4634822607040405,0.5233660936355591,0.5
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,N1C2=CC=CC=C2N=C1C1=CSC=N1,0.6233994960784912,0.626527726650238,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.38137829303741455,0.42667102813720703,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0.23433977365493774,0.2568442225456238,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.34031033515930176,0.4113210439682007,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,0.4069925844669342,0.48807740211486816,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,0.4076371490955353,0.3961259722709656,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,0.4176012873649597,0.3932347297668457,0.5
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,0.3519933223724365,0.4075830578804016,0.5
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.12633676826953888,0.07048584520816803,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0.05445893481373787,0.12722590565681458,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.12259481847286224,0.07792867720127106,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,0.36871227622032166,0.4168391823768616,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,0.3927595019340515,0.39876726269721985,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,CC1=NC=C(N1CCO)[N+]([O-])=O,0.7838531136512756,0.8343800902366638,0.9
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O,0.32387226819992065,0.39070504903793335,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,0.4033290147781372,0.4094710350036621,0.5
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,C1CNCCN1,0.17640461027622223,0.3999778628349304,0.1
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,0.4101308286190033,0.40313130617141724,0.5
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,0.2700963318347931,0.24579274654388428,0.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,0.43380850553512573,0.474027156829834,0.5
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.41473764181137085,0.5259362459182739,0.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.5690436363220215,0.5369550585746765,0.5
NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0.35975411534309387,0.3580990433692932,0.5
NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.5087305903434753,0.4876641631126404,0.5
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.5753356218338013,0.5281488299369812,0.5
CC1=NC=C(N1CCO)[N+]([O-])=O,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.6839208602905273,0.6374740600585938,0.9
NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.5871933698654175,0.5369711518287659,0.5
NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,0.551995038986206,0.5244280099868774,0.5
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0.5611361861228943,0.6308566927909851,0.5
NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,0.5332328677177429,0.4691113829612732,0.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,0.6347553133964539,0.44789963960647583,0.5
COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0.3935210108757019,0.4747265577316284,0.5
COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.538580596446991,0.4848012626171112,0.5
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,0.7070152163505554,0.5084961652755737,0.5
NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,0.6777782440185547,0.50057053565979,0.5
COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,0.549980103969574,0.5254075527191162,0.5
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,0.6477658748626709,0.52411288022995,0.5
[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,0.5576446652412415,0.6647072434425354,0.9
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,0.5182284712791443,0.5128585696220398,0.5
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,0.4501308798789978,0.22386682033538818,0.5
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,0.3266136050224304,0.1089785248041153,0.1
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,0.45365357398986816,0.22529760003089905,0.5
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,0.4716697633266449,0.5097615122795105,0.5
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,0.5059762001037598,0.5174726843833923,0.5
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,0.5033882856369019,0.5339887738227844,0.5
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,0.4429251551628113,0.45583903789520264,0.1
COC(=O)C(C1CCCCN1)C1=CC=CC=C1,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,0.44748568534851074,0.5265729427337646,0.5
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,0.44245219230651855,0.49825412034988403,0.5
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,CC1=NC=C(N1CCO)[N+]([O-])=O,0.6204074621200562,0.37280189990997314,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0.4386371374130249,0.5168063640594482,0.5
ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.5788590312004089,0.5003306269645691,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,0.5252304077148438,0.47006213665008545,0.5
CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.5382195711135864,0.5706440210342407,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,0.45999032258987427,0.4931156635284424,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,0.483758807182312,0.5822038650512695,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,0.49713870882987976,0.5722062587738037,0.5
C\N=C(\NCCSCC1=C(C)NC=N1)NC#N,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.6207330822944641,0.7598198652267456,0.9
NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.27753788232803345,0.2115001678466797,0.1
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.5353911519050598,0.38446658849716187,0.1
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,0.3716168999671936,0.48638850450515747,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,0.5060239434242249,0.5394735336303711,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,0.48008206486701965,0.5462731719017029,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,0.2932322919368744,0.34356287121772766,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,0.4333006739616394,0.5281094908714294,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.5936371088027954,0.824937105178833,0.9
COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.5331267714500427,0.5708184838294983,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,0.3418661057949066,0.46916085481643677,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,0.5344986915588379,0.5159018039703369,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,0.5176539421081543,0.5236186385154724,0.5
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.5830026865005493,0.522964596748352,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0.4587790369987488,0.5042708516120911,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,0.5254426002502441,0.4952000379562378,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,0.4745694100856781,0.5644038915634155,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,NC1=NC(=O)C2=C(N1)N(COC(CO)CO)C=N2,0.5247028470039368,0.5699758529663086,0.5
CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.5736752152442932,0.6420314311981201,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,0.5505670309066772,0.647968053817749,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,0.548870325088501,0.5378736257553101,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,0.5083893537521362,0.49513834714889526,0.5
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,0.6325739622116089,0.6049027442932129,0.9
